1621556798.544974,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556798.545054,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556798.545084,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556798.545112,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556798.545134,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556799.547291,lo,1666.67,1666.67,3333.33,1670,1670,13.97,13.97,27.94,14,14,0.00,0.00,0,0
1621556799.547350,s1-eth1,1207780.50,26568.86,1234349.38,26622,1210196,425.15,402.20,827.35,403,426,0.00,0.00,0,0
1621556799.547385,eth0,479.04,479.04,958.08,480,480,7.98,7.98,15.97,8,8,0.00,0.00,0,0
1621556799.547416,s1-eth2,27705.59,1206926.12,1234631.75,1209340,27761,410.18,419.16,829.34,420,411,0.00,0.00,0,0
1621556799.547445,total,1237631.75,1235640.75,2473272.50,1238112,1240107,857.29,843.31,1700.60,845,859,0.00,0.00,0,0
1621556800.547714,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556800.547774,s1-eth1,1217322.00,27060.00,1244382.00,27060,1217322,425.00,410.00,835.00,410,425,0.00,0.00,0,0
1621556800.547808,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556800.547835,s1-eth2,27575.00,1216528.00,1244103.00,1216528,27575,413.00,420.00,833.00,420,413,0.00,0.00,0,0
1621556800.547864,total,1244897.00,1243588.00,2488485.00,1243588,1244897,838.00,830.00,1668.00,830,838,0.00,0.00,0,0
1621556801.550853,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556801.550903,s1-eth1,1180539.38,25926.22,1206465.62,26004,1184081,407.78,392.82,800.60,394,409,0.00,0.00,0,0
1621556801.550935,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556801.550960,s1-eth2,26192.42,1187754.75,1213947.12,1191318,26271,394.82,409.77,804.59,411,396,0.00,0.00,0,0
1621556801.550996,total,1206731.75,1213681.00,2420412.75,1217322,1210352,802.59,802.59,1605.18,805,805,0.00,0.00,0,0
1621556802.551195,lo,338.00,338.00,676.00,338,338,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1621556802.551254,s1-eth1,1167802.00,25612.00,1193414.00,25612,1167802,404.00,388.00,792.00,388,404,0.00,0.00,0,0
1621556802.551290,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556802.551380,s1-eth2,25726.00,1169070.00,1194796.00,1169070,25726,388.00,403.00,791.00,403,388,0.00,0.00,0,0
1621556802.551410,total,1193866.00,1195020.00,2388886.00,1195020,1193866,795.00,794.00,1589.00,794,795,0.00,0.00,0,0
1621556803.551585,lo,338.00,338.00,676.00,338,338,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1621556803.551617,s1-eth1,1200611.00,26334.00,1226945.00,26334,1200611,418.00,399.00,817.00,399,418,0.00,0.00,0,0
1621556803.551630,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556803.551638,s1-eth2,26605.00,1206264.00,1232869.00,1206264,26605,401.00,418.00,819.00,418,401,0.00,0.00,0,0
1621556803.551649,total,1227554.00,1232936.00,2460490.00,1232936,1227554,822.00,820.00,1642.00,820,822,0.00,0.00,0,0
1621556804.552219,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556804.552294,s1-eth1,1223900.00,26862.00,1250762.00,26862,1223900,422.00,407.00,829.00,407,422,0.00,0.00,0,0
1621556804.552338,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556804.552373,s1-eth2,26928.00,1225414.00,1252342.00,1225414,26928,408.00,423.00,831.00,423,408,0.00,0.00,0,0
1621556804.552408,total,1250828.00,1252276.00,2503104.00,1252276,1250828,830.00,830.00,1660.00,830,830,0.00,0.00,0,0
1621556805.552703,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556805.552791,s1-eth1,1222452.00,26928.00,1249380.00,26928,1222452,422.00,408.00,830.00,408,422,0.00,0.00,0,0
1621556805.552821,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556805.552832,s1-eth2,26862.00,1220938.00,1247800.00,1220938,26862,407.00,421.00,828.00,421,407,0.00,0.00,0,0
1621556805.552844,total,1249314.00,1247866.00,2497180.00,1247866,1249314,829.00,829.00,1658.00,829,829,0.00,0.00,0,0
1621556806.553598,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556806.553665,s1-eth1,1224080.00,26928.00,1251008.00,26928,1224080,423.00,408.00,831.00,408,423,0.00,0.00,0,0
1621556806.553697,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556806.553738,s1-eth2,27108.00,1223900.00,1251008.00,1223900,27108,409.00,422.00,831.00,422,409,0.00,0.00,0,0
1621556806.553764,total,1251188.00,1250828.00,2502016.00,1250828,1251188,832.00,830.00,1662.00,830,832,0.00,0.00,0,0
1621556807.553935,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556807.553989,s1-eth1,1226144.00,26004.00,1252148.00,26004,1226144,456.00,394.00,850.00,394,456,0.00,0.00,0,0
1621556807.554024,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556807.554130,s1-eth2,26004.00,1227790.00,1253794.00,1227790,26004,394.00,459.00,853.00,459,394,0.00,0.00,0,0
1621556807.554160,total,1252148.00,1253794.00,2505942.00,1253794,1252148,850.00,853.00,1703.00,853,850,0.00,0.00,0,0
1621556808.554464,lo,172.00,172.00,344.00,172,172,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1621556808.554519,s1-eth1,1226602.00,26268.00,1252870.00,26268,1226602,441.00,398.00,839.00,398,441,0.00,0.00,0,0
1621556808.554560,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556808.554586,s1-eth2,26334.00,1224956.00,1251290.00,1224956,26334,399.00,438.00,837.00,438,399,0.00,0.00,0,0
1621556808.554612,total,1253108.00,1251396.00,2504504.00,1251396,1253108,843.00,839.00,1682.00,839,843,0.00,0.00,0,0
1621556809.554915,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556809.554998,s1-eth1,1220938.00,26598.00,1247536.00,26598,1220938,421.00,403.00,824.00,403,421,0.00,0.00,0,0
1621556809.555035,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556809.555062,s1-eth2,26598.00,1220938.00,1247536.00,1220938,26598,403.00,421.00,824.00,421,403,0.00,0.00,0,0
1621556809.555090,total,1247536.00,1247536.00,2495072.00,1247536,1247536,824.00,824.00,1648.00,824,824,0.00,0.00,0,0
1621556810.555386,lo,338.00,338.00,676.00,338,338,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1621556810.555500,s1-eth1,1206198.00,26404.00,1232602.00,26404,1206198,417.00,400.00,817.00,400,417,0.00,0.00,0,0
1621556810.555533,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621556810.555558,s1-eth2,26338.00,1209090.00,1235428.00,1209090,26338,399.00,417.00,816.00,417,399,0.00,0.00,0,0
