1621557741.008638,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557741.008704,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557741.008752,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557741.008823,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557741.008851,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557741.008879,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557741.008911,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557741.008942,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557741.008964,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1621557742.009151,lo,23008.00,23008.00,46016.00,23008,23008,159.00,159.00,318.00,159,159,0.00,0.00,0,0
1621557742.009207,s3-eth1,1204050.00,27068.00,1231118.00,27068,1204050,421.00,401.00,822.00,401,421,0.00,0.00,0,0
1621557742.009255,s3-eth2,27806.00,1203256.00,1231062.00,1203256,27806,406.00,416.00,822.00,416,406,0.00,0.00,0,0
1621557742.009329,s2-eth1,1205733.00,26651.00,1232384.00,26651,1205733,432.00,399.00,831.00,399,432,0.00,0.00,0,0
1621557742.009363,s1-eth1,1206740.00,26160.00,1232900.00,26160,1206740,438.00,396.00,834.00,396,438,0.00,0.00,0,0
1621557742.009396,eth0,2172.00,2130.00,4302.00,2130,2172,18.00,16.00,34.00,16,18,0.00,0.00,0,0
1621557742.009427,s2-eth2,27068.00,1204050.00,1231118.00,1204050,27068,401.00,421.00,822.00,421,401,0.00,0.00,0,0
1621557742.009461,s1-eth2,26651.00,1205733.00,1232384.00,1205733,26651,399.00,432.00,831.00,432,399,0.00,0.00,0,0
1621557742.009489,total,3723228.00,3718056.00,7441284.00,3718056,3723228,2674.00,2640.00,5314.00,2640,2674,0.00,0.00,0,0
1621557743.009687,lo,6705.00,6705.00,13410.00,6705,6705,47.00,47.00,94.00,47,47,0.00,0.00,0,0
1621557743.009869,s3-eth1,1221139.00,27000.00,1248139.00,27000,1221139,422.00,405.00,827.00,405,422,0.00,0.00,0,0
1621557743.009921,s3-eth2,27135.00,1219490.00,1246625.00,1219490,27135,405.00,421.00,826.00,421,405,0.00,0.00,0,0
1621557743.009997,s2-eth1,1221520.00,26532.00,1248052.00,26532,1221520,424.00,402.00,826.00,402,424,0.00,0.00,0,0
1621557743.010132,s1-eth1,1221721.00,26532.00,1248253.00,26532,1221721,425.00,402.00,827.00,402,425,0.00,0.00,0,0
1621557743.010173,eth0,797.00,1213.00,2010.00,1213,797,9.00,9.00,18.00,9,9,0.00,0.00,0,0
1621557743.010205,s2-eth2,27000.00,1221139.00,1248139.00,1221139,27000,405.00,422.00,827.00,422,405,0.00,0.00,0,0
1621557743.010238,s1-eth2,26532.00,1221520.00,1248052.00,1221520,26532,402.00,424.00,826.00,424,402,0.00,0.00,0,0
1621557743.010267,total,3752549.00,3750131.00,7502680.00,3750131,3752549,2539.00,2532.00,5071.00,2532,2539,0.00,0.00,0,0
1621557744.010641,lo,2790.00,2790.00,5580.00,2790,2790,15.00,15.00,30.00,15,15,0.00,0.00,0,0
1621557744.010699,s3-eth1,1077428.00,23922.00,1101350.00,23922,1077428,373.00,359.00,732.00,359,373,0.00,0.00,0,0
