20210520204221,10.0.0.2,57104,10.0.0.1,5001,3,0.0-1.0,1966080,15728640
20210520204222,10.0.0.2,57104,10.0.0.1,5001,3,1.0-2.0,1441792,11534336
20210520204223,10.0.0.2,57104,10.0.0.1,5001,3,2.0-3.0,1441792,11534336
20210520204224,10.0.0.2,57104,10.0.0.1,5001,3,3.0-4.0,1140128,9121024
20210520204225,10.0.0.2,57104,10.0.0.1,5001,3,4.0-5.0,1299440,10395520
20210520204226,10.0.0.2,57104,10.0.0.1,5001,3,5.0-6.0,977400,7819200
20210520204227,10.0.0.2,57104,10.0.0.1,5001,3,6.0-7.0,1433520,11468160
20210520204228,10.0.0.2,57104,10.0.0.1,5001,3,7.0-8.0,1368360,10946880
20210520204229,10.0.0.2,57104,10.0.0.1,5001,3,8.0-9.0,1563840,12510720
20210520204230,10.0.0.2,57104,10.0.0.1,5001,3,9.0-10.0,1563840,12510720
20210520204231,10.0.0.2,57104,10.0.0.1,5001,3,10.0-11.0,1368360,10946880
20210520204232,10.0.0.2,57104,10.0.0.1,5001,3,11.0-12.0,1238040,9904320
20210520204233,10.0.0.2,57104,10.0.0.1,5001,3,12.0-13.0,1172880,9383040
20210520204234,10.0.0.2,57104,10.0.0.1,5001,3,13.0-14.0,1172880,9383040
20210520204235,10.0.0.2,57104,10.0.0.1,5001,3,14.0-15.0,1238040,9904320
20210520204236,10.0.0.2,57104,10.0.0.1,5001,3,15.0-16.0,1238040,9904320
20210520204237,10.0.0.2,57104,10.0.0.1,5001,3,16.0-17.0,1238040,9904320
20210520204238,10.0.0.2,57104,10.0.0.1,5001,3,17.0-18.0,651600,5212800
20210520204239,10.0.0.2,57104,10.0.0.1,5001,3,18.0-19.0,1107720,8861760
20210520204240,10.0.0.2,57104,10.0.0.1,5001,3,19.0-20.0,912240,7297920
20210520204241,10.0.0.2,57104,10.0.0.1,5001,3,20.0-21.0,847080,6776640
20210520204242,10.0.0.2,57104,10.0.0.1,5001,3,21.0-22.0,1172880,9383040
20210520204243,10.0.0.2,57104,10.0.0.1,5001,3,22.0-23.0,1107720,8861760
20210520204244,10.0.0.2,57104,10.0.0.1,5001,3,23.0-24.0,1107720,8861760
20210520204245,10.0.0.2,57104,10.0.0.1,5001,3,24.0-25.0,912240,7297920
20210520204246,10.0.0.2,57104,10.0.0.1,5001,3,25.0-26.0,1107720,8861760
20210520204247,10.0.0.2,57104,10.0.0.1,5001,3,26.0-27.0,1172880,9383040
20210520204248,10.0.0.2,57104,10.0.0.1,5001,3,27.0-28.0,1238040,9904320
20210520204249,10.0.0.2,57104,10.0.0.1,5001,3,28.0-29.0,1303200,10425600
20210520204250,10.0.0.2,57104,10.0.0.1,5001,3,29.0-30.0,1238040,9904320
20210520204251,10.0.0.2,57104,10.0.0.1,5001,3,30.0-31.0,1238040,9904320
20210520204252,10.0.0.2,57104,10.0.0.1,5001,3,31.0-32.0,1238040,9904320
20210520204253,10.0.0.2,57104,10.0.0.1,5001,3,32.0-33.0,1172880,9383040
20210520204254,10.0.0.2,57104,10.0.0.1,5001,3,33.0-34.0,1238040,9904320
20210520204255,10.0.0.2,57104,10.0.0.1,5001,3,34.0-35.0,977400,7819200
20210520204256,10.0.0.2,57104,10.0.0.1,5001,3,35.0-36.0,912240,7297920
20210520204257,10.0.0.2,57104,10.0.0.1,5001,3,36.0-37.0,1042560,8340480
20210520204258,10.0.0.2,57104,10.0.0.1,5001,3,37.0-38.0,586440,4691520
20210520204259,10.0.0.2,57104,10.0.0.1,5001,3,38.0-39.0,1107720,8861760
20210520204300,10.0.0.2,57104,10.0.0.1,5001,3,39.0-40.0,1172880,9383040
20210520204301,10.0.0.2,57104,10.0.0.1,5001,3,40.0-41.0,1238040,9904320
20210520204302,10.0.0.2,57104,10.0.0.1,5001,3,41.0-42.0,1042560,8340480
20210520204303,10.0.0.2,57104,10.0.0.1,5001,3,42.0-43.0,1172880,9383040
20210520204304,10.0.0.2,57104,10.0.0.1,5001,3,43.0-44.0,1107720,8861760
20210520204305,10.0.0.2,57104,10.0.0.1,5001,3,44.0-45.0,1042560,8340480
20210520204306,10.0.0.2,57104,10.0.0.1,5001,3,45.0-46.0,912240,7297920
20210520204307,10.0.0.2,57104,10.0.0.1,5001,3,46.0-47.0,1042560,8340480
20210520204308,10.0.0.2,57104,10.0.0.1,5001,3,47.0-48.0,1172880,9383040
20210520204309,10.0.0.2,57104,10.0.0.1,5001,3,48.0-49.0,1107720,8861760
20210520204310,10.0.0.2,57104,10.0.0.1,5001,3,49.0-50.0,1172880,9383040
20210520204311,10.0.0.2,57104,10.0.0.1,5001,3,50.0-51.0,1172880,9383040
20210520204312,10.0.0.2,57104,10.0.0.1,5001,3,51.0-52.0,1238040,9904320
20210520204313,10.0.0.2,57104,10.0.0.1,5001,3,52.0-53.0,1172880,9383040
20210520204314,10.0.0.2,57104,10.0.0.1,5001,3,53.0-54.0,1368360,10946880
20210520204315,10.0.0.2,57104,10.0.0.1,5001,3,54.0-55.0,1303200,10425600
20210520204316,10.0.0.2,57104,10.0.0.1,5001,3,55.0-56.0,1172880,9383040
20210520204317,10.0.0.2,57104,10.0.0.1,5001,3,56.0-57.0,1238040,9904320
20210520204318,10.0.0.2,57104,10.0.0.1,5001,3,57.0-58.0,586440,4691520
20210520204319,10.0.0.2,57104,10.0.0.1,5001,3,58.0-59.0,1172880,9383040
20210520204320,10.0.0.2,57104,10.0.0.1,5001,3,59.0-60.0,1172880,9383040
20210520204320,10.0.0.2,57104,10.0.0.1,5001,3,0.0-60.1,70038312,9329787
