20210519233457,10.0.0.2,56752,10.0.0.1,5001,3,0.0-1.0,1835008,14680064
20210519233459,10.0.0.2,56752,10.0.0.1,5001,3,1.0-2.0,1050856,8406848
20210519233500,10.0.0.2,56752,10.0.0.1,5001,3,2.0-3.0,1179648,9437184
20210519233500,10.0.0.2,56752,10.0.0.1,5001,3,3.0-4.0,917504,7340032
20210519233502,10.0.0.2,56752,10.0.0.1,5001,3,4.0-5.0,1835008,14680064
20210519233503,10.0.0.2,56752,10.0.0.1,5001,3,5.0-6.0,1280640,10245120
20210519233504,10.0.0.2,56752,10.0.0.1,5001,3,6.0-7.0,1498680,11989440
20210519233505,10.0.0.2,56752,10.0.0.1,5001,3,7.0-8.0,1042560,8340480
20210519233506,10.0.0.2,56752,10.0.0.1,5001,3,8.0-9.0,847080,6776640
20210519233506,10.0.0.2,56752,10.0.0.1,5001,3,9.0-10.0,325800,2606400
20210519233507,10.0.0.2,56752,10.0.0.1,5001,3,10.0-11.0,1498680,11989440
20210519233508,10.0.0.2,56752,10.0.0.1,5001,3,11.0-12.0,1303200,10425600
20210519233509,10.0.0.2,56752,10.0.0.1,5001,3,12.0-13.0,1238040,9904320
20210519233510,10.0.0.2,56752,10.0.0.1,5001,3,13.0-14.0,1172880,9383040
20210519233511,10.0.0.2,56752,10.0.0.1,5001,3,14.0-15.0,847080,6776640
20210519233512,10.0.0.2,56752,10.0.0.1,5001,3,15.0-16.0,716760,5734080
20210519233514,10.0.0.2,56752,10.0.0.1,5001,3,16.0-17.0,716760,5734080
20210519233515,10.0.0.2,56752,10.0.0.1,5001,3,17.0-18.0,912240,7297920
20210519233516,10.0.0.2,56752,10.0.0.1,5001,3,18.0-19.0,912240,7297920
20210519233517,10.0.0.2,56752,10.0.0.1,5001,3,19.0-20.0,1238040,9904320
20210519233518,10.0.0.2,56752,10.0.0.1,5001,3,20.0-21.0,977400,7819200
20210519233519,10.0.0.2,56752,10.0.0.1,5001,3,21.0-22.0,912240,7297920
20210519233520,10.0.0.2,56752,10.0.0.1,5001,3,22.0-23.0,977400,7819200
20210519233521,10.0.0.2,56752,10.0.0.1,5001,3,23.0-24.0,1238040,9904320
20210519233522,10.0.0.2,56752,10.0.0.1,5001,3,24.0-25.0,1107720,8861760
20210519233523,10.0.0.2,56752,10.0.0.1,5001,3,25.0-26.0,1238040,9904320
20210519233524,10.0.0.2,56752,10.0.0.1,5001,3,26.0-27.0,1238040,9904320
20210519233525,10.0.0.2,56752,10.0.0.1,5001,3,27.0-28.0,716760,5734080
20210519233526,10.0.0.2,56752,10.0.0.1,5001,3,28.0-29.0,1172880,9383040
20210519233527,10.0.0.2,56752,10.0.0.1,5001,3,29.0-30.0,1238040,9904320
20210519233527,10.0.0.2,56752,10.0.0.1,5001,3,30.0-31.0,586440,4691520
20210519233528,10.0.0.2,56752,10.0.0.1,5001,3,31.0-32.0,1107720,8861760
20210519233529,10.0.0.2,56752,10.0.0.1,5001,3,32.0-33.0,1172880,9383040
20210519233530,10.0.0.2,56752,10.0.0.1,5001,3,33.0-34.0,1107720,8861760
20210519233531,10.0.0.2,56752,10.0.0.1,5001,3,34.0-35.0,1172880,9383040
20210519233532,10.0.0.2,56752,10.0.0.1,5001,3,35.0-36.0,1172880,9383040
20210519233533,10.0.0.2,56752,10.0.0.1,5001,3,36.0-37.0,1042560,8340480
20210519233534,10.0.0.2,56752,10.0.0.1,5001,3,37.0-38.0,781920,6255360
20210519233536,10.0.0.2,56752,10.0.0.1,5001,3,38.0-39.0,847080,6776640
20210519233537,10.0.0.2,56752,10.0.0.1,5001,3,39.0-40.0,1238040,9904320
20210519233538,10.0.0.2,56752,10.0.0.1,5001,3,40.0-41.0,1303200,10425600
20210519233539,10.0.0.2,56752,10.0.0.1,5001,3,41.0-42.0,1172880,9383040
20210519233540,10.0.0.2,56752,10.0.0.1,5001,3,42.0-43.0,1238040,9904320
20210519233541,10.0.0.2,56752,10.0.0.1,5001,3,43.0-44.0,1172880,9383040
20210519233542,10.0.0.2,56752,10.0.0.1,5001,3,44.0-45.0,1238040,9904320
20210519233543,10.0.0.2,56752,10.0.0.1,5001,3,45.0-46.0,1172880,9383040
20210519233544,10.0.0.2,56752,10.0.0.1,5001,3,46.0-47.0,1238040,9904320
20210519233545,10.0.0.2,56752,10.0.0.1,5001,3,47.0-48.0,1238040,9904320
20210519233546,10.0.0.2,56752,10.0.0.1,5001,3,48.0-49.0,1172880,9383040
20210519233547,10.0.0.2,56752,10.0.0.1,5001,3,49.0-50.0,1238040,9904320
20210519233548,10.0.0.2,56752,10.0.0.1,5001,3,50.0-51.0,1172880,9383040
20210519233548,10.0.0.2,56752,10.0.0.1,5001,3,51.0-52.0,586440,4691520
20210519233549,10.0.0.2,56752,10.0.0.1,5001,3,52.0-53.0,1238040,9904320
20210519233550,10.0.0.2,56752,10.0.0.1,5001,3,53.0-54.0,1172880,9383040
20210519233551,10.0.0.2,56752,10.0.0.1,5001,3,54.0-55.0,1172880,9383040
20210519233552,10.0.0.2,56752,10.0.0.1,5001,3,55.0-56.0,1238040,9904320
20210519233553,10.0.0.2,56752,10.0.0.1,5001,3,56.0-57.0,1238040,9904320
20210519233554,10.0.0.2,56752,10.0.0.1,5001,3,57.0-58.0,1303200,10425600
20210519233555,10.0.0.2,56752,10.0.0.1,5001,3,58.0-59.0,1303200,10425600
20210519233557,10.0.0.2,56752,10.0.0.1,5001,3,59.0-60.0,1238040,9904320
20210519233557,10.0.0.2,56752,10.0.0.1,5001,3,0.0-60.2,67263944,8939233
